Aviso,Fecha de aviso,Descripción,Orden,Grupo planif.,Clase de aviso,Status sistema,Fecha de cierre,Ce.emplazam.,Descripción.1,Duración parada
100000809,30/04/2025,Reparacion bascula colgante,60000577.0,Metrologia,Correctivo,MECE ORAS,28/05/2025,C340,Balanza colgante N°01,0.0
100000811,30/04/2025,Vitrina refrigeracion sin frio,60000391.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C190,Vitrina refrigeracion N°04,3.0
100000822,30/04/2025,Techo Con gotera,60000387.0,Infraestructura,Correctivo,MECE ORAS,05/06/2025,C240,,0.0
100000824,30/04/2025,etiquetadora no pesa,60000573.0,Metrologia,Correctivo,MECE ORAS,15/05/2025,C120,Balanza etiquetadora,358.0
100000825,30/04/2025,reparacion de moto ose69d,,Infraestructura,Correctivo,MECE,02/05/2025,C370,,0.0
100000828,30/04/2025,Solicitud mtto correctivo of calidad PV,60000689.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,A280,,0.0
100000829,30/04/2025,Daño aire acondicionado monitoreo,60000392.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,A290,Aire acondicionado msplit - casette N°01,0.0
100000830,30/04/2025,Revision AA PV Barranquilla,60000393.0,Frigoristas,Correctivo,MECE ORAS,24/07/2025,C310,Aire acondicionado central,0.0
100000832,30/04/2025,Compra de ACPM,,Electromecanico,Correctivo,MECE,30/04/2025,C320,Planta electrica,0.0
100000833,15/04/2025,Cava de refrigeracion deficiente,,Frigoristas,Correctivo,MECE,21/05/2025,C190,Evaporador cava refrigeracion N°01,0.0
100000849,01/05/2025,daño en manguera del desague lavaplatos,60000468.0,Infraestructura,Correctivo,MECE ORAS,29/05/2025,C460,,0.0
100000854,02/05/2025,Puerta de la cava esta caida,60000405.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C170,,0.0
100000860,02/05/2025,Molino botó una pieza,60000420.0,Electromecanico,Correctivo,MECE ORAS,21/05/2025,C160,Molino,63.0
100000865,02/05/2025,daño de extractor  parrilla,60000409.0,Electromecanico,Correctivo,MECE ORAS,21/05/2025,C390,Campana extractora,83.0
100000866,02/05/2025,reparacion cruz tecnica,60000413.0,Electromecanico,Correctivo,MECE ORAS,21/05/2025,C390,,0.0
100000867,02/05/2025,cambio luz salon empleados,60000415.0,Electromecanico,Correctivo,MECE ORAS,21/05/2025,C390,,0.0
100000868,02/05/2025,Daño vitrina,60000416.0,Frigoristas,Correctivo,MECE ORAS,02/07/2025,C390,Vitrina refrigeracion N°02,0.0
100000872,02/05/2025,Equipos de frio,60000542.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C240,Vitrina refrigeracion N°03,0.0
100000873,02/05/2025,Nevera no enfria,60000455.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C300,Vitrina refrigeracion N°03,0.0
100000874,02/05/2025,Mantenimiento preventivo Molino,60000500.0,Electromecanico,Correctivo,MECE ORAS,21/05/2025,C230,Molino,5.0
100000877,02/05/2025,Ventilador condensandora,60000481.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C240,Condensador cava congelacion N°01,0.0
100000878,02/05/2025,Vitrina congelación,60000482.0,Frigoristas,Correctivo,MECE ORAS,13/05/2025,C240,Vitrina congelacion N°02,0.0
100000880,02/05/2025,Cerramiento externo,60001091.0,Infraestructura,Correctivo,MECE ORAS,13/06/2025,C400,,0.0
100000882,03/05/2025,Verificacion de temperaturas metrologia,60000503.0,Metrologia,Correctivo,MECE ORAS,21/05/2025,C230,Vitrina refrigeracion N°01,0.0
100000883,03/05/2025,Arreglo de cava refrigeracion,60000456.0,Frigoristas,Correctivo,MECE ORAS,29/05/2025,C370,Controlador cava refrigeracion N°01,4.0
100000884,03/05/2025,Reparacion de vitrina 3,60000927.0,Frigoristas,Correctivo,MECE ORAS,29/05/2025,C370,Vitrina refrigeracion N°03,0.0
100000885,03/05/2025,reparacion de techo salon punto de venta,60000726.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C370,,0.0
100000892,03/05/2025,Luces vitrina dañada,60000426.0,Frigoristas,Correctivo,MECE ORAS,05/05/2025,C100,Vitrina congelacion N°01,0.0
100000905,03/05/2025,Lampara de la cava de congelacion mala,60000448.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C170,,0.0
100000907,03/05/2025,Daño en cava de congelacion,60000447.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C210,Evaporador cava congelacion N°01,0.0
100000909,04/05/2025,breaker Iluminacion malo,60000487.0,Electromecanico,Correctivo,MECE ORAS,21/05/2025,C390,,0.0
100000919,05/05/2025,ARREGLO DE MOLINO,60000462.0,Electromecanico,Correctivo,MECE ORAS,02/07/2025,C400,Molino,2.0
100000922,05/05/2025,daño en lavado de sala de procesos,60000469.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C210,,0.0
100000931,05/05/2025,reparacion luces de oficina,60000465.0,Electromecanico,Correctivo,MECE ORAS,30/05/2025,C110,,3.0
100000935,05/05/2025,Desarme de vitrinas,60000461.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C200,Vitrina refrigeracion N°01,0.0
100000939,05/05/2025,Mantenimiento preventivo Freidora,60000467.0,Electromecanico,Correctivo,MECE ORAS,05/06/2025,C240,Freidora electrica N°01,0.0
100000944,05/05/2025,tomas de luz,,Electromecanico,Correctivo,MECE,21/07/2025,C100,,0.0
100000947,06/05/2025,Vitrina congelación charcuteria,60000479.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C100,Vitrina congelacion N°02,0.0
100000953,06/05/2025,tubo de agua partido,60000559.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C290,,0.0
100000956,06/05/2025,Arreglo vitrina eventos,60000485.0,Frigoristas,Correctivo,MECE ORAS,11/07/2025,A400,Nevera vitrina refrigeracion eventos,0.0
100000971,06/05/2025,Pintar parqueadero GSPA,60000492.0,Infraestructura,Correctivo,MECE ORAS,10/07/2025,A400,,0.0
100000972,06/05/2025,Novedad iluminacion,60001515.0,Electromecanico,Correctivo,MECE ORAS,29/07/2025,C320,,0.0
100000973,06/05/2025,mantenimiento para la  cruz tecnica,,Electromecanico,Correctivo,MECE,29/07/2025,C320,,0.0
100000974,07/05/2025,Mantenimiento preventivo refrigeracion,60000498.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C230,Vitrina refrigeracion N°01,0.0
100000975,07/05/2025,Cambio de iluminacion mala,60000519.0,Electromecanico,Correctivo,MECE ORAS,29/07/2025,C140,,0.0
100000978,07/05/2025,NOVEDAD EN TEMPERATURA VITRINA 3,60002206.0,Frigoristas,Correctivo,MECE ORAS,24/07/2025,C310,Vitrina refrigeracion N°03,0.0
100000979,07/05/2025,AVERIA EN LUCES DE LA CRUZ TECNICA,,Electromecanico,Correctivo,MECE,29/07/2025,C310,,0.0
100000980,07/05/2025,Iluminación cuarto de maquinas,60000523.0,Electromecanico,Correctivo,MECE ORAS,06/06/2025,C310,,0.0
100000981,07/05/2025,DAÑO EN LLAVE DE AGUA DE CUARTO ASEO,60000525.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C310,,0.0
100000982,07/05/2025,Mantenimiento Cortinas enrollables,60000678.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C230,,0.0
100000984,07/05/2025,Daño controlador,60000926.0,Frigoristas,Correctivo,MECE ORAS,02/07/2025,C390,Condensadora Lineal Vitrinas N°01,2.0
100000990,07/05/2025,mantenimiento cruz tecnica,60000508.0,Electromecanico,Correctivo,MECE ORAS,06/06/2025,C380,,0.0
100000991,07/05/2025,Fuga Agua sala procesos,60001103.0,Infraestructura,Correctivo,MECE ORAS,06/06/2025,C380,,0.0
100001001,07/05/2025,cava refiegeracion no enfria,60000520.0,Frigoristas,Correctivo,MECE ORAS,29/05/2025,C380,Controlador cava refrigeracion N°01,8.0
100001004,07/05/2025,posuelo de Sala procesos,60000532.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C180,,0.0
100001005,07/05/2025,Rampla sin cinta antideslizante,,Infraestructura,Correctivo,MECE,06/06/2025,C270,,0.0
100001006,07/05/2025,Posuelo comedor empleados,60000533.0,Infraestructura,Correctivo,MECE ORAS,10/07/2025,C180,,0.0
100001007,07/05/2025,APARTAMENTOS SIN LUZ,,Electromecanico,Correctivo,MECE,21/07/2025,A170,,0.0
100001008,07/05/2025,Mantenimiento Monteria general PV locati,,Infraestructura,Correctivo,MECE,03/06/2025,C260,,0.0
100001015,07/05/2025,Arreglo puerta principal,60000657.0,Infraestructura,Correctivo,MECE ORAS,05/06/2025,C200,,0.0
100001017,07/05/2025,luces pasillo punto de venta,60000873.0,Electromecanico,Correctivo,MECE ORAS,06/06/2025,C210,,0.0
100001018,07/05/2025,Cambio de baterias UPS,60000522.0,Electromecanico,Correctivo,MECE ORAS,21/05/2025,A290,UPS,0.0
100001019,07/05/2025,Pin Neveras para sostener bandeja metal,60000991.0,Frigoristas,Correctivo,MECE ORAS,04/06/2025,C230,Vitrina refrigeracion N°01,0.0
100001020,08/05/2025,se  daño el  gato  de la  puerta de vidr,60000554.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C290,,1.0
100001021,08/05/2025,Reparación vitrina refrigeracion,60000575.0,Frigoristas,Correctivo,MECE ORAS,05/06/2025,C380,Vitrina refrigeracion N°03,0.0
100001025,08/05/2025,cambio iluminacion apartamento,60000529.0,Electromecanico,Correctivo,MECE ORAS,06/06/2025,C380,,0.0
100001027,08/05/2025,cambio chapas puertas,60000530.0,Infraestructura,Correctivo,MECE ORAS,02/09/2025,A190,,0.0
100001028,08/05/2025,MOLINO CON SENSOR MALO,60000528.0,Electromecanico,Correctivo,MECE ORAS,05/06/2025,C470,Molino,6.0
100001029,08/05/2025,PINTURA PAREDES,,Infraestructura,Correctivo,MECE,01/08/2025,C470,,0.0
100001030,08/05/2025,BAÑO MUJERES EMPELADOS,,Infraestructura,Correctivo,MECE,01/08/2025,C470,,0.0
100001031,08/05/2025,CHAPA PUERTA ACCESO PRINCIPAL PARRILLA,,Infraestructura,Correctivo,MECE,01/08/2025,C470,,0.0
100001034,07/05/2025,Mantenimiento general PV locativo,60000668.0,Infraestructura,Correctivo,MECE ORAS,10/07/2025,C260,,0.0
100001037,08/05/2025,CIELO RASO PV,,Infraestructura,Correctivo,MECE,01/08/2025,C470,,0.0
100001040,08/05/2025,LAMPARAS CUARTO CANASTAS,,Electromecanico,Correctivo,MECE,29/07/2025,C470,,0.0
100001045,08/05/2025,Mantenimiento general de las vitrinas,60000531.0,Frigoristas,Correctivo,MECE ORAS,27/06/2025,C190,Vitrina refrigeracion N°02,0.0
100001047,08/05/2025,Caja de electricidad quebrada,,Frigoristas,Correctivo,MECE,29/05/2025,C140,Vitrina refrigeracion N°03,0.0
100001052,08/05/2025,lamparas led de techo malas,,Electromecanico,Correctivo,MECE,29/07/2025,C170,,0.0
100001053,08/05/2025,tapa mala sanitario hombres parrilla,60000642.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C170,,0.0
100001056,09/05/2025,Solicitud Porta Cuchillos,60002610.0,Infraestructura,Correctivo,METR ORAS,,C230,,0.0
100001057,09/05/2025,plancha parrilla,60000663.0,Electromecanico,Correctivo,MECE ORAS,05/06/2025,C120,Plancha N°01,1.0
100001058,09/05/2025,Bascula mala impresion,60000644.0,Metrologia,Correctivo,MECE ORAS,03/06/2025,C120,Balanza colgante N°03,0.0
100001063,09/05/2025,Terminacion de escalas,,Infraestructura,Correctivo,MECE,10/06/2025,C120,,0.0
100001066,09/05/2025,Cambio cauchos puertas cavas,,Frigoristas,Correctivo,MECE,07/07/2025,C230,,0.0
100001067,09/05/2025,Retiro de material en punto de venta,60000652.0,Infraestructura,Correctivo,MECE ORAS,10/07/2025,C230,,0.0
100001070,09/05/2025,Daño cava congelación,60000557.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C340,Controlador cava congelacion N°01,2.0
100001075,09/05/2025,limpieza tuberia pv,60000551.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C320,,0.0
100001076,09/05/2025,bascula local,60000643.0,Metrologia,Correctivo,MECE ORAS,15/05/2025,C200,Balanza colgante N°05,6.0
100001078,09/05/2025,Desprendimiento de pintura en cavas,,Frigoristas,Correctivo,METR,,C200,,0.0
100001086,09/05/2025,TOPES DE PUERTAS DE ACCCESO A PV Y PARRI,60000549.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C310,,0.0
100001092,09/05/2025,arreglo de luces del punto de venta,60001131.0,Electromecanico,Correctivo,MECE ORAS,01/08/2025,C110,,0.0
100001093,09/05/2025,puerta de nevera de congelacion de parri,60000785.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C110,Nevera vertical congelacion N°01,0.0
100001094,09/05/2025,fuga de agua,60000698.0,Infraestructura,Correctivo,MECE ORAS,05/06/2025,C110,,0.0
100001095,09/05/2025,fuga de agua en el pozuelo de lavatraper,60000697.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C110,,0.0
100001096,09/05/2025,colocar anclaje para sostener la manguer,,Infraestructura,Correctivo,MECE,01/08/2025,C110,,0.0
100001097,09/05/2025,instalar regilla en posuelo de pasillo,60000633.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C110,,0.0
100001101,10/05/2025,arraglo tanque Freidora,60002893.0,Electromecanico,Correctivo,METR ORAS,,C260,Freidora a gas N°01,0.0
100001124,10/05/2025,Vitrina refriegracion sin iluminacion,60000598.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C220,Vitrina refrigeracion N°02,0.0
100001125,10/05/2025,Daño en rack de refrigeracion,60000572.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C310,Rack de refrigeracion,0.0
100001128,11/05/2025,Nevera de refrigeracion con problemas,60000929.0,Frigoristas,Correctivo,MECE ORAS,29/05/2025,C110,Vitrina refrigeracion N°02,0.0
100001130,11/05/2025,Cava cong ventiladores congelados,60000615.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C230,Evaporador cava congelacion N°01,0.0
100001135,12/05/2025,Iluminacion vitrina,,Frigoristas,Correctivo,MECE,21/05/2025,C380,Vitrina refrigeracion N°03,0.0
100001138,12/05/2025,Plancha parrilla no enciende,,Electromecanico,Correctivo,MECE,13/05/2025,C240,Plancha N°01,0.0
100001139,12/05/2025,pasamanos desajustado,60000705.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C170,,0.0
100001140,12/05/2025,Adecuación escritorio,60000606.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,A290,,0.0
100001147,12/05/2025,balanza en mal estado,60000640.0,Metrologia,Correctivo,MECE ORAS,15/05/2025,C110,Balanza colgante N°07,24.0
100001162,13/05/2025,Marco dañado cava refrigeracion,,Frigoristas,Correctivo,METR,,C290,,0.0
100001166,13/05/2025,tubo externo red internet,60000620.0,Electromecanico,Correctivo,MECE ORAS,06/06/2025,C380,,0.0
100001168,13/05/2025,SUSPENSION DE ENERGIA APARTADO,60000616.0,Electromecanico,Correctivo,MECE ORAS,06/06/2025,C250,,0.0
100001170,13/05/2025,Vitrina de congelacion 1,60000665.0,Frigoristas,Correctivo,MECE ORAS,05/06/2025,C320,Vitrina congelacion N°01,0.0
100001182,13/05/2025,Camara PV Rionegro,,Electromecanico,Correctivo,MECE,21/08/2025,C230,CAM PV-RIO_Entrada,0.0
100001183,13/05/2025,LIMPIAR DISPOSITIVOS,,Electromecanico,Correctivo,MECE,21/08/2025,C100,CAM PV-PRA_Bascula,0.0
100001184,13/05/2025,mantenimiento plancha,60000628.0,Electromecanico,Correctivo,MECE ORAS,05/06/2025,C570,Plancha N°01,0.0
100001190,13/05/2025,Camara Externa 2 sin visual PV-Dosquebra,,Electromecanico,Correctivo,MECE,21/08/2025,C360,CAM PV-DQU_Externa 2,0.0
100001196,13/05/2025,limpieza de alcantarillado,60000634.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C330,,0.0
100001199,14/05/2025,Daño de cava de congelacion,60000647.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C220,Condensador cava congelacion N°01,5.0
100001205,14/05/2025,arreglo de freidora electrica,60000651.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C570,Freidora electrica N°01,0.0
100001207,14/05/2025,Lubricación carros canasteros,60000653.0,Infraestructura,Correctivo,MECE ORAS,05/06/2025,C310,,0.0
100001209,14/05/2025,DAÑO DE FREIDORA,60000895.0,Electromecanico,Correctivo,MECE ORAS,09/06/2025,C310,Freidora electrica N°01,503.0
100001211,14/05/2025,DAÑO MAQUINA ETIQUETADORA,,Metrologia,Correctivo,MECE,15/05/2025,C310,Balanza etiquetadora,0.0
100001220,14/05/2025,sierra fuerte ruido,60001030.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C290,Sierra sin fin,0.0
100001221,14/05/2025,Daño Vitrina Refrigeracion,,Infraestructura,Correctivo,MECE,17/07/2025,A400,,0.0
100001225,14/05/2025,2 piso sin luz,,Electromecanico,Correctivo,MECE,29/07/2025,A140,,0.0
100001228,14/05/2025,Puerta gabinete almacen se cayo,,Infraestructura,Correctivo,MECE,10/07/2025,C160,,0.0
100001239,15/05/2025,Nevera punto de vta no prende,,Frigoristas,Correctivo,MECE,29/05/2025,C230,Vitrina refrigeracion N°01,0.0
100001242,15/05/2025,CAM PV-LDOR_Mostrador 2,,Electromecanico,Correctivo,MECE,29/07/2025,C330,CAM PV-LDOR_Mostrador 2,0.0
100001251,15/05/2025,CAM PAR-PARA Dotación_Almacen #2,,Electromecanico,Correctivo,MECE,21/08/2025,A330,CAM PAR-PARA Dotación_Almacen #2,0.0
100001264,15/05/2025,CAM PV-SIN_Cava,,Electromecanico,Correctivo,MECE,21/08/2025,C290,CAM PV-SIN_Cava,0.0
100001266,15/05/2025,CAM OFI Adm_Contabilidad 2,,Electromecanico,Correctivo,MECE,21/08/2025,A290,CAM OFI Adm_Contabilidad 2,0.0
100001267,15/05/2025,CAM PV-LORIC_Perimetro 4,,Electromecanico,Correctivo,MEAB,,C270,CAM PV-LORIC_Perimetro 4,0.0
100001268,15/05/2025,CAM PV-SAHA_Externa 3,,Electromecanico,Correctivo,MEAB,,C280,CAM PV-SAHA_Externa 3,0.0
100001269,15/05/2025,CAM OFI Adm_Sistemas 1,,Electromecanico,Correctivo,MEAB,,A290,CAM OFI Adm_Sistemas 1,0.0
100001270,15/05/2025,Camara Pv Cartago,,Electromecanico,Correctivo,MEAB,,C370,CAM PV-CTGO-Mostrador 1,0.0
100001271,15/05/2025,reparacion llave pasillo y chapa baño cl,60000738.0,Infraestructura,Correctivo,MECE ORAS,05/06/2025,C370,,0.0
100001278,15/05/2025,LAVADO DE TRAMPA GRASA,,Infraestructura,Correctivo,MECE,10/07/2025,C470,,0.0
100001279,15/05/2025,Vitrina de congelado mala,60000725.0,Frigoristas,Correctivo,MECE ORAS,27/05/2025,C190,Vitrina refrigeracion N°02,18.0
100001280,15/05/2025,Vitrinas sabaneta,60000679.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C120,Vitrina refrigeracion N°02,0.0
100001287,15/05/2025,Puerta Enrrollable,60000841.0,Infraestructura,Correctivo,MECE ORAS,10/07/2025,C300,,0.0
100001288,15/05/2025,Ventilador vitrina parado,60000792.0,Frigoristas,Correctivo,MECE ORAS,05/06/2025,C140,Vitrina refrigeracion N°01,0.0
100001289,15/05/2025,Puerta entrada principal,60001314.0,Infraestructura,Correctivo,MECE ORAS,10/07/2025,C300,,0.0
100001290,15/05/2025,INSTALACION DE PUERTAS,60002434.0,Infraestructura,Correctivo,METR ORAS,,C470,,0.0
100001293,15/05/2025,Reparacio carro canastero pv,60000863.0,Infraestructura,Correctivo,MECE ORAS,02/07/2025,C300,,0.0
100001298,16/05/2025,picaporte de puerta dañado,60000699.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C140,,0.0
100001300,16/05/2025,cambio de bomba de tanque de agua,60000690.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C160,,37.0
100001306,16/05/2025,Cambio de Llanta Carrito Transportador,,Infraestructura,Correctivo,MECE,01/08/2025,C220,,0.0
100001307,16/05/2025,puerta metalica no sube,60000787.0,Electromecanico,Correctivo,MECE ORAS,06/06/2025,C280,,0.0
100001311,16/05/2025,Verificacion de metrologia bascula plata,60000714.0,Metrologia,Correctivo,MECE ORAS,20/05/2025,C220,Bascula plataforma,0.0
100001322,16/05/2025,poceta lavamanos botando agua,60001170.0,Infraestructura,Correctivo,MECE ORAS,21/08/2025,C170,,0.0
100001323,16/05/2025,Vitrina de refrigeracion congelando,60000789.0,Frigoristas,Correctivo,MECE ORAS,05/06/2025,C180,Vitrina refrigeracion N°03,0.0
100001325,16/05/2025,Llave de procesos reventada,60000783.0,Infraestructura,Correctivo,MECE ORAS,05/08/2025,C180,,0.0
100001327,16/05/2025,Mantenimiento red electrico Cartago,60000729.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C370,,0.0
100001328,16/05/2025,punto de red caja,60000700.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C370,,0.0
100001331,16/05/2025,bascula 7 no imprime bien tiquetes,,Metrologia,Correctivo,MECE,22/05/2025,C170,Balanza colgante N°07,0.0
100001332,16/05/2025,micoondas no funciona,,Electromecanico,Correctivo,MECE,29/07/2025,C170,Electrodomesticos menores,0.0
100001398,17/05/2025,bolla del tanque elevadizo en mal estado,,Infraestructura,Correctivo,MECE,20/05/2025,C110,,0.0
100001400,18/05/2025,sierra con cable roto,60000757.0,Electromecanico,Correctivo,MECE ORAS,05/06/2025,C170,Sierra sin fin,2.0
100001401,19/05/2025,Vitrina no congela,60000786.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C160,Vitrina congelacion N°01,0.0
100001402,19/05/2025,Vitrina de congelacion no enciende,60000728.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C150,Vitrina congelacion N°03,27.0
100001403,19/05/2025,Solicitud acrilicos vitrinas,60000885.0,Frigoristas,Correctivo,MECE ORAS,27/05/2025,C160,Vitrina congelacion N°01,0.0
100001406,19/05/2025,revision sierra,60000755.0,Electromecanico,Correctivo,MECE ORAS,21/05/2025,C160,Sierra sin fin,5.0
100001408,21/05/2025,Molino,60000800.0,Electromecanico,Correctivo,MECE ORAS,06/06/2025,C240,Molino,0.0
100001409,19/05/2025,tanque de agua,60000748.0,Infraestructura,Correctivo,MECE ORAS,21/05/2025,C110,,0.0
100001412,19/05/2025,Daño swiches vitrinas,60000730.0,Frigoristas,Correctivo,MECE ORAS,21/05/2025,C110,Vitrina refrigeracion N°01,0.0
100001426,19/05/2025,valvulas freidora malas,60000756.0,Electromecanico,Correctivo,MECE ORAS,05/06/2025,C120,Plancha N°01,0.0
100001432,19/05/2025,Cambio de poleas sierra sin fin,60000761.0,Electromecanico,Correctivo,MECE ORAS,14/07/2025,C250,Sierra sin fin,0.0
100001441,19/05/2025,Cavas PV Cali,,Frigoristas,Correctivo,MECE,21/05/2025,C400,Evaporador cava congelacion N°01,0.0
100001449,20/05/2025,Molino no enciende,60000799.0,Electromecanico,Correctivo,MECE ORAS,05/06/2025,C230,Molino,3.0
100001465,20/05/2025,CAM SERV_Perimetro 1,,Electromecanico,Correctivo,MEAB,,A400,CAM SERV_Perimetro 1,0.0
100001474,20/05/2025,Control de vitrina dañado,60000912.0,Frigoristas,Correctivo,MECE ORAS,05/06/2025,C270,Vitrina congelacion N°01,152.0
100001487,20/05/2025,Daño microondas sistemas,,Electromecanico,Correctivo,MECE,21/07/2025,A290,Electrodomesticos menores,0.0
100001489,21/05/2025,MALACATE TIENE UN RUIDO RARO,,Electromecanico,Correctivo,MECE,21/07/2025,C190,Malacate,0.0
100001492,21/05/2025,Carro para transportas canastas malo,,Infraestructura,Correctivo,MECE,10/07/2025,C190,,0.0
100001495,21/05/2025,interruptor en mal estado,60000788.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C280,,0.0
100001496,21/05/2025,Llave de paso de pozuelo vitrinas mala,60000791.0,Infraestructura,Correctivo,MECE ORAS,05/06/2025,C170,,0.0
100001497,21/05/2025,ventiladores de vitrina no encienden,60000861.0,Frigoristas,Correctivo,MECE ORAS,29/05/2025,C170,Vitrina refrigeracion N°02,0.0
100001498,21/05/2025,Baño tapado,,Infraestructura,Correctivo,MEAB,,C280,,0.0
100001502,21/05/2025,cambio rodamientos sierra sin fin,60000790.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C170,Sierra sin fin,0.0
100001504,21/05/2025,Caucho de la Cava Refrigeracion,60002932.0,Frigoristas,Correctivo,METR ORAS,,C220,,0.0
100001513,21/05/2025,Llave cuarto de residuos,60000880.0,Infraestructura,Correctivo,MECE ORAS,30/05/2025,C240,,45.0
100001522,22/05/2025,Error de medicion PDC,60000840.0,Frigoristas,Correctivo,MECE ORAS,05/06/2025,C380,Vitrina refrigeracion N°04,5.0
100001531,22/05/2025,Condicion insegura ventanal TI,,Infraestructura,Correctivo,MECE,05/08/2025,A290,,0.0
100001560,23/05/2025,Cambio ubicación Camaras Servicarros,,Electromecanico,Correctivo,MEAB,,A400,CAM SERV_Perimetro 5,0.0
100001561,23/05/2025,punto de venta sin agua,,Infraestructura,Correctivo,MECE,10/07/2025,C280,,0.0
100001562,23/05/2025,MANTENIMIENTO CORRECTIVO REDES ELECTRICA,60000844.0,Electromecanico,Correctivo,MECE ORAS,06/06/2025,C360,,0.0
100001563,23/05/2025,VENTILADOR VITRINA PV,60000852.0,Frigoristas,Correctivo,MECE ORAS,10/07/2025,C360,Vitrina refrigeracion N°01,0.0
100001564,23/05/2025,Molino apagado,60000908.0,Electromecanico,Correctivo,MECE ORAS,06/06/2025,C220,Molino,14.0
100001566,23/05/2025,Cambio aislamiento tuberiea mecanica,,Frigoristas,Correctivo,METR,,C220,,0.0
100001573,24/05/2025,Daño cava de congelacion,60000860.0,Frigoristas,Correctivo,MECE ORAS,05/06/2025,C390,Condensador cava congelacion N°01,81.0
100001576,24/05/2025,Huecos en terminaciones de cajas camaras,60000850.0,Infraestructura,Correctivo,MECE ORAS,27/05/2025,C190,,0.0
100001578,24/05/2025,cambio de pusto lector biometrico,,Electromecanico,Correctivo,MECE,30/05/2025,C190,,0.0
100001585,24/05/2025,arreglo de ojos de buey del punto de ven,,Electromecanico,Correctivo,MECE,29/07/2025,C110,,0.0
100001586,24/05/2025,arregalr luces  en zona de atencion al p,,Electromecanico,Correctivo,MECE,21/07/2025,C110,,0.0
100001587,24/05/2025,restaurar la zona de la puerta,,Infraestructura,Correctivo,MECE,05/08/2025,C110,,0.0
100001588,24/05/2025,sellar el agujero de la llave de gas,,Infraestructura,Correctivo,MECE,05/08/2025,C110,,0.0
100001589,24/05/2025,sellamiento de agujeros en baño de damas,,Infraestructura,Correctivo,MECE,05/08/2025,C110,,0.0
100001590,24/05/2025,selar aberturas del mueble,,Infraestructura,Correctivo,MECE,05/08/2025,C110,,0.0
100001592,24/05/2025,señalizacion llave de gas,,Infraestructura,Correctivo,MECE,05/08/2025,C110,,0.0
100001593,24/05/2025,instalacion de soportes mesa proceso,60002927.0,Infraestructura,Correctivo,MECE ORAS,28/08/2025,C110,,0.0
100001594,24/05/2025,reparar juntas del meson en zona cliente,,Infraestructura,Correctivo,MECE,05/08/2025,C110,,0.0
100001595,24/05/2025,sellamiento de tuberia en zona pesaje,,Infraestructura,Correctivo,MECE,05/08/2025,C110,,0.0
100001596,24/05/2025,cambio de tubo,,Infraestructura,Correctivo,MECE,05/08/2025,C110,,0.0
100001597,24/05/2025,corregir goteo en pozuelo mesa,,Infraestructura,Correctivo,MECE,05/08/2025,C110,,0.0
